,song,placement,date,year,Percent Whole,hover
7112,Foo Foo,0.8947368421052632,18-07-2013,2013,89.47,89.47% into Show
7113,Foo Foo,0.9,19-07-2013,2013,90.0,90.0% into Show
7114,Foo Foo,0.8888888888888888,21-07-2013,2013,88.89,88.89% into Show
7115,Foo Foo,0.8888888888888888,23-07-2013,2013,88.89,88.89% into Show
7116,Foo Foo,0.8571428571428571,25-07-2013,2013,85.71,85.71% into Show
7117,Foo Foo,0.8888888888888888,26-07-2013,2013,88.89,88.89% into Show
7118,Foo Foo,0.9,27-07-2013,2013,90.0,90.0% into Show
7119,Foo Foo,0.041666666666666664,29-07-2013,2013,4.17,4.17% into Show
7120,Foo Foo,0.8888888888888888,31-07-2013,2013,88.89,88.89% into Show
7121,Foo Foo,0.9090909090909091,01-08-2013,2013,90.91,90.91% into Show
7122,Foo Foo,0.9130434782608695,03-08-2013,2013,91.3,91.3% into Show
7123,Foo Foo,0.8947368421052632,11-09-2013,2013,89.47,89.47% into Show
7124,Foo Foo,0.8947368421052632,12-09-2013,2013,89.47,89.47% into Show
7125,Foo Foo,0.9,14-09-2013,2013,90.0,90.0% into Show
7126,Foo Foo,0.8888888888888888,15-09-2013,2013,88.89,88.89% into Show
7127,Foo Foo,0.875,18-09-2013,2013,87.5,87.5% into Show
7128,Foo Foo,0.8947368421052632,20-09-2013,2013,89.47,89.47% into Show
7129,Foo Foo,0.8888888888888888,21-09-2013,2013,88.89,88.89% into Show
7130,Foo Foo,0.05555555555555555,06-11-2013,2013,5.56,5.56% into Show
7131,Foo Foo,0.875,08-11-2013,2013,87.5,87.5% into Show
7132,Foo Foo,0.8888888888888888,09-11-2013,2013,88.89,88.89% into Show
7133,Foo Foo,0.875,10-11-2013,2013,87.5,87.5% into Show
7134,Foo Foo,0.8888888888888888,13-11-2013,2013,88.89,88.89% into Show
7135,Foo Foo,0.8823529411764706,15-11-2013,2013,88.24,88.24% into Show
7136,Foo Foo,0.875,16-11-2013,2013,87.5,87.5% into Show
7137,Foo Foo,0.8823529411764706,17-11-2013,2013,88.24,88.24% into Show
7138,Foo Foo,0.8636363636363636,14-12-2013,2013,86.36,86.36% into Show
7139,Foo Foo,0.9047619047619048,22-01-2014,2014,90.48,90.48% into Show
7140,Foo Foo,0.8947368421052632,24-01-2014,2014,89.47,89.47% into Show
7141,Foo Foo,0.8823529411764706,25-01-2014,2014,88.24,88.24% into Show
7142,Foo Foo,0.9047619047619048,26-01-2014,2014,90.48,90.48% into Show
7143,Foo Foo,0.9,20-02-2014,2014,90.0,90.0% into Show
7144,Foo Foo,0.8571428571428571,25-02-2014,2014,85.71,85.71% into Show
7145,Foo Foo,0.8947368421052632,26-02-2014,2014,89.47,89.47% into Show
7146,Foo Foo,0.8947368421052632,27-02-2014,2014,89.47,89.47% into Show
7147,Foo Foo,0.9,01-03-2014,2014,90.0,90.0% into Show
7148,Foo Foo,0.9,23-04-2014,2014,90.0,90.0% into Show
7149,Foo Foo,0.9,25-04-2014,2014,90.0,90.0% into Show
7150,Foo Foo,0.9,26-04-2014,2014,90.0,90.0% into Show
7151,Foo Foo,0.875,27-04-2014,2014,87.5,87.5% into Show
7152,Foo Foo,0.9090909090909091,29-04-2014,2014,90.91,90.91% into Show
7153,Foo Foo,0.8888888888888888,01-05-2014,2014,88.89,88.89% into Show
7154,Foo Foo,0.9047619047619048,02-05-2014,2014,90.48,90.48% into Show
7155,Foo Foo,0.9047619047619048,03-05-2014,2014,90.48,90.48% into Show
7156,Foo Foo,0.8571428571428571,23-05-2014,2014,85.71,85.71% into Show
7157,Foo Foo,0.8571428571428571,24-05-2014,2014,85.71,85.71% into Show
7158,Foo Foo,0.875,27-05-2014,2014,87.5,87.5% into Show
7159,Foo Foo,0.9047619047619048,29-05-2014,2014,90.48,90.48% into Show
7160,Foo Foo,0.8571428571428571,31-05-2014,2014,85.71,85.71% into Show
7161,Foo Foo,0.8888888888888888,01-06-2014,2014,88.89,88.89% into Show
7162,Foo Foo,0.875,03-06-2014,2014,87.5,87.5% into Show
7163,Foo Foo,0.9047619047619048,04-06-2014,2014,90.48,90.48% into Show
7164,Foo Foo,0.9,09-06-2014,2014,90.0,90.0% into Show
7165,Foo Foo,0.8823529411764706,10-06-2014,2014,88.24,88.24% into Show
7166,Foo Foo,0.8888888888888888,11-06-2014,2014,88.89,88.89% into Show
7167,Foo Foo,0.875,13-06-2014,2014,87.5,87.5% into Show
7168,Foo Foo,0.8823529411764706,14-06-2014,2014,88.24,88.24% into Show
7169,Foo Foo,0.05263157894736842,15-06-2014,2014,5.26,5.26% into Show
7170,Foo Foo,0.8947368421052632,26-07-2014,2014,89.47,89.47% into Show
7171,Foo Foo,0.9047619047619048,27-07-2014,2014,90.48,90.48% into Show
7172,Foo Foo,0.9047619047619048,29-07-2014,2014,90.48,90.48% into Show
7173,Foo Foo,0.8571428571428571,31-07-2014,2014,85.71,85.71% into Show
7174,Foo Foo,0.8823529411764706,01-08-2014,2014,88.24,88.24% into Show
7175,Foo Foo,0.8571428571428571,02-08-2014,2014,85.71,85.71% into Show
7176,Foo Foo,0.8666666666666667,04-08-2014,2014,86.67,86.67% into Show
7177,Foo Foo,0.875,05-08-2014,2014,87.5,87.5% into Show
7178,Foo Foo,0.875,08-08-2014,2014,87.5,87.5% into Show
7179,Foo Foo,0.8666666666666667,10-08-2014,2014,86.67,86.67% into Show
7180,Foo Foo,0.875,12-08-2014,2014,87.5,87.5% into Show
7181,Foo Foo,0.8666666666666667,14-08-2014,2014,86.67,86.67% into Show
7182,Foo Foo,0.9090909090909091,15-08-2014,2014,90.91,90.91% into Show
7183,Foo Foo,0.0,16-08-2014,2014,0.0,0.0% into Show
7184,Foo Foo,0.8888888888888888,19-08-2014,2014,88.89,88.89% into Show
7185,Foo Foo,0.8666666666666667,20-08-2014,2014,86.67,86.67% into Show
7186,Foo Foo,0.9,25-09-2014,2014,90.0,90.0% into Show
7187,Foo Foo,0.9090909090909091,27-09-2014,2014,90.91,90.91% into Show
7188,Foo Foo,0.9047619047619048,28-09-2014,2014,90.48,90.48% into Show
7189,Foo Foo,0.9047619047619048,30-09-2014,2014,90.48,90.48% into Show
7190,Foo Foo,0.9,01-10-2014,2014,90.0,90.0% into Show
7191,Foo Foo,0.9,03-10-2014,2014,90.0,90.0% into Show
7192,Foo Foo,0.8666666666666667,04-10-2014,2014,86.67,86.67% into Show
7193,Foo Foo,0.9,05-10-2014,2014,90.0,90.0% into Show
7194,Foo Foo,0.9047619047619048,07-10-2014,2014,90.48,90.48% into Show
7195,Foo Foo,0.9047619047619048,08-10-2014,2014,90.48,90.48% into Show
7196,Foo Foo,0.8888888888888888,10-10-2014,2014,88.89,88.89% into Show
7197,Foo Foo,0.875,11-10-2014,2014,87.5,87.5% into Show
7198,Foo Foo,0.8666666666666667,12-10-2014,2014,86.67,86.67% into Show
7199,Foo Foo,0.875,13-10-2014,2014,87.5,87.5% into Show
7200,Foo Foo,0.8888888888888888,05-11-2014,2014,88.89,88.89% into Show
7201,Foo Foo,0.8888888888888888,07-11-2014,2014,88.89,88.89% into Show
7202,Foo Foo,0.8888888888888888,08-11-2014,2014,88.89,88.89% into Show
7203,Foo Foo,0.8823529411764706,09-11-2014,2014,88.24,88.24% into Show
7204,Foo Foo,0.875,15-11-2014,2014,87.5,87.5% into Show
7205,Foo Foo,0.8888888888888888,21-01-2015,2015,88.89,88.89% into Show
7206,Foo Foo,0.8888888888888888,23-01-2015,2015,88.89,88.89% into Show
7207,Foo Foo,0.8888888888888888,24-01-2015,2015,88.89,88.89% into Show
7208,Foo Foo,0.8823529411764706,28-01-2015,2015,88.24,88.24% into Show
7209,Foo Foo,0.8823529411764706,29-01-2015,2015,88.24,88.24% into Show
7210,Foo Foo,0.8947368421052632,30-01-2015,2015,89.47,89.47% into Show
7211,Foo Foo,0.8888888888888888,07-03-2015,2015,88.89,88.89% into Show
7212,Foo Foo,0.9090909090909091,08-03-2015,2015,90.91,90.91% into Show
7213,Foo Foo,0.9047619047619048,11-03-2015,2015,90.48,90.48% into Show
7214,Foo Foo,0.8947368421052632,13-03-2015,2015,89.47,89.47% into Show
7215,Foo Foo,0.9090909090909091,14-03-2015,2015,90.91,90.91% into Show
7216,Foo Foo,0.9,15-03-2015,2015,90.0,90.0% into Show
7217,Foo Foo,0.9,17-03-2015,2015,90.0,90.0% into Show
7218,Foo Foo,0.9166666666666666,18-03-2015,2015,91.67,91.67% into Show
7219,Foo Foo,0.875,19-03-2015,2015,87.5,87.5% into Show
7220,Foo Foo,0.8695652173913043,21-03-2015,2015,86.96,86.96% into Show
7221,Foo Foo,0.875,23-03-2015,2015,87.5,87.5% into Show
7222,Foo Foo,0.8823529411764706,26-03-2015,2015,88.24,88.24% into Show
7223,Foo Foo,0.8947368421052632,27-03-2015,2015,89.47,89.47% into Show
7224,Foo Foo,0.05,28-03-2015,2015,5.0,5.0% into Show
7225,Foo Foo,0.8888888888888888,20-05-2015,2015,88.89,88.89% into Show
7226,Foo Foo,0.8947368421052632,22-05-2015,2015,89.47,89.47% into Show
7227,Foo Foo,0.9,23-05-2015,2015,90.0,90.0% into Show
7228,Foo Foo,0.9,24-05-2015,2015,90.0,90.0% into Show
7229,Foo Foo,0.8823529411764706,27-05-2015,2015,88.24,88.24% into Show
7230,Foo Foo,0.8947368421052632,29-05-2015,2015,89.47,89.47% into Show
7231,Foo Foo,0.8947368421052632,30-05-2015,2015,89.47,89.47% into Show
7232,Foo Foo,0.8947368421052632,31-05-2015,2015,89.47,89.47% into Show
7233,Foo Foo,0.9166666666666666,30-06-2015,2015,91.67,91.67% into Show
7234,Foo Foo,0.9047619047619048,01-07-2015,2015,90.48,90.48% into Show
7235,Foo Foo,0.05555555555555555,02-07-2015,2015,5.56,5.56% into Show
7236,Foo Foo,0.05,04-07-2015,2015,5.0,5.0% into Show
7237,Foo Foo,0.05,05-07-2015,2015,5.0,5.0% into Show
7238,Foo Foo,0.05263157894736842,07-07-2015,2015,5.26,5.26% into Show
7239,Foo Foo,0.047619047619047616,08-07-2015,2015,4.76,4.76% into Show
7240,Foo Foo,0.05555555555555555,10-07-2015,2015,5.56,5.56% into Show
7241,Foo Foo,0.058823529411764705,11-07-2015,2015,5.88,5.88% into Show
7242,Foo Foo,0.058823529411764705,12-07-2015,2015,5.88,5.88% into Show
7243,Foo Foo,0.045454545454545456,14-07-2015,2015,4.55,4.55% into Show
7244,Foo Foo,0.0,16-07-2015,2015,0.0,0.0% into Show
7245,Foo Foo,0.0625,17-07-2015,2015,6.25,6.25% into Show
7246,Foo Foo,0.9090909090909091,19-07-2015,2015,90.91,90.91% into Show
7247,Foo Foo,0.047619047619047616,20-07-2015,2015,4.76,4.76% into Show
7248,Foo Foo,0.05,21-07-2015,2015,5.0,5.0% into Show
7249,Foo Foo,0.8095238095238095,23-07-2015,2015,80.95,80.95% into Show
7250,Foo Foo,0.047619047619047616,25-07-2015,2015,4.76,4.76% into Show
7251,Foo Foo,0.05,14-08-2015,2015,5.0,5.0% into Show
7252,Foo Foo,0.047619047619047616,15-08-2015,2015,4.76,4.76% into Show
7253,Foo Foo,0.043478260869565216,16-08-2015,2015,4.35,4.35% into Show
7254,Foo Foo,0.047619047619047616,18-08-2015,2015,4.76,4.76% into Show
7255,Foo Foo,0.047619047619047616,19-08-2015,2015,4.76,4.76% into Show
7256,Foo Foo,0.05,21-08-2015,2015,5.0,5.0% into Show
7257,Foo Foo,0.8,22-08-2015,2015,80.0,80.0% into Show
7258,Foo Foo,0.043478260869565216,23-08-2015,2015,4.35,4.35% into Show
7259,Foo Foo,0.045454545454545456,25-08-2015,2015,4.55,4.55% into Show
7260,Foo Foo,0.043478260869565216,26-08-2015,2015,4.35,4.35% into Show
7261,Foo Foo,0.045454545454545456,28-08-2015,2015,4.55,4.55% into Show
7262,Foo Foo,0.043478260869565216,29-08-2015,2015,4.35,4.35% into Show
7263,Foo Foo,0.07142857142857142,30-08-2015,2015,7.14,7.14% into Show
7264,Foo Foo,0.05263157894736842,16-09-2015,2015,5.26,5.26% into Show
7265,Foo Foo,0.05263157894736842,18-09-2015,2015,5.26,5.26% into Show
7266,Foo Foo,0.05,19-09-2015,2015,5.0,5.0% into Show
7267,Foo Foo,0.05555555555555555,20-09-2015,2015,5.56,5.56% into Show
7268,Foo Foo,0.05263157894736842,23-09-2015,2015,5.26,5.26% into Show
7269,Foo Foo,0.8888888888888888,26-09-2015,2015,88.89,88.89% into Show
7270,Foo Foo,0.05,04-11-2015,2015,5.0,5.0% into Show
7271,Foo Foo,0.05,06-11-2015,2015,5.0,5.0% into Show
7272,Foo Foo,0.05,07-11-2015,2015,5.0,5.0% into Show
7273,Foo Foo,0.05263157894736842,08-11-2015,2015,5.26,5.26% into Show
7274,Foo Foo,0.05263157894736842,11-11-2015,2015,5.26,5.26% into Show
7275,Foo Foo,0.9,13-11-2015,2015,90.0,90.0% into Show
7276,Foo Foo,0.05,14-11-2015,2015,5.0,5.0% into Show
7277,Foo Foo,0.05263157894736842,27-01-2016,2016,5.26,5.26% into Show
7278,Foo Foo,0.05555555555555555,29-01-2016,2016,5.56,5.56% into Show
7279,Foo Foo,0.8947368421052632,30-01-2016,2016,89.47,89.47% into Show
7280,Foo Foo,0.9,31-01-2016,2016,90.0,90.0% into Show
7281,Foo Foo,0.8947368421052632,04-02-2016,2016,89.47,89.47% into Show
7282,Foo Foo,0.05555555555555555,05-02-2016,2016,5.56,5.56% into Show
7283,Foo Foo,0.8947368421052632,06-02-2016,2016,89.47,89.47% into Show
7284,Foo Foo,0.05555555555555555,26-02-2016,2016,5.56,5.56% into Show
7285,Foo Foo,0.8947368421052632,29-02-2016,2016,89.47,89.47% into Show
7286,Foo Foo,0.047619047619047616,03-03-2016,2016,4.76,4.76% into Show
7287,Foo Foo,0.05,05-03-2016,2016,5.0,5.0% into Show
7288,Foo Foo,0.0,21-03-2016,2016,0.0,0.0% into Show
7289,Foo Foo,0.05263157894736842,05-04-2016,2016,5.26,5.26% into Show
7290,Foo Foo,0.9,06-04-2016,2016,90.0,90.0% into Show
7291,Foo Foo,0.05263157894736842,07-04-2016,2016,5.26,5.26% into Show
7292,Foo Foo,0.05,09-04-2016,2016,5.0,5.0% into Show
7293,Foo Foo,0.9,10-04-2016,2016,90.0,90.0% into Show
7294,Foo Foo,0.05555555555555555,13-04-2016,2016,5.56,5.56% into Show
7295,Foo Foo,0.05555555555555555,15-04-2016,2016,5.56,5.56% into Show
7296,Foo Foo,0.05555555555555555,16-04-2016,2016,5.56,5.56% into Show
7297,Foo Foo,0.05,18-04-2016,2016,5.0,5.0% into Show
7298,Foo Foo,0.047619047619047616,19-04-2016,2016,4.76,4.76% into Show
7299,Foo Foo,0.047619047619047616,21-04-2016,2016,4.76,4.76% into Show
7300,Foo Foo,0.0625,22-04-2016,2016,6.25,6.25% into Show
7301,Foo Foo,0.05263157894736842,18-05-2016,2016,5.26,5.26% into Show
7302,Foo Foo,0.8947368421052632,20-05-2016,2016,89.47,89.47% into Show
7303,Foo Foo,0.0625,21-05-2016,2016,6.25,6.25% into Show
7304,Foo Foo,0.8947368421052632,22-05-2016,2016,89.47,89.47% into Show
7305,Foo Foo,0.9,25-05-2016,2016,90.0,90.0% into Show
7306,Foo Foo,0.05555555555555555,27-05-2016,2016,5.56,5.56% into Show
7307,Foo Foo,0.06666666666666667,28-05-2016,2016,6.67,6.67% into Show
7308,Foo Foo,0.045454545454545456,03-07-2016,2016,4.55,4.55% into Show
7309,Foo Foo,0.05263157894736842,05-07-2016,2016,5.26,5.26% into Show
7310,Foo Foo,0.05,08-07-2016,2016,5.0,5.0% into Show
7311,Foo Foo,0.058823529411764705,09-07-2016,2016,5.88,5.88% into Show
7312,Foo Foo,0.07692307692307693,10-07-2016,2016,7.69,7.69% into Show
7313,Foo Foo,0.05,12-07-2016,2016,5.0,5.0% into Show
7314,Foo Foo,0.058823529411764705,13-07-2016,2016,5.88,5.88% into Show
7315,Foo Foo,0.96,14-07-2016,2016,96.0,96.0% into Show
7316,Foo Foo,0.05555555555555555,16-07-2016,2016,5.56,5.56% into Show
7317,Foo Foo,0.05263157894736842,17-07-2016,2016,5.26,5.26% into Show
7318,Foo Foo,0.047619047619047616,19-07-2016,2016,4.76,4.76% into Show
7319,Foo Foo,0.05263157894736842,21-07-2016,2016,5.26,5.26% into Show
7320,Foo Foo,0.05,23-07-2016,2016,5.0,5.0% into Show
7321,Foo Foo,0.047619047619047616,24-07-2016,2016,4.76,4.76% into Show
7322,Foo Foo,0.045454545454545456,26-07-2016,2016,4.55,4.55% into Show
7323,Foo Foo,0.043478260869565216,27-07-2016,2016,4.35,4.35% into Show
7324,Foo Foo,0.09523809523809523,30-07-2016,2016,9.52,9.52% into Show
7325,Foo Foo,0.05263157894736842,28-08-2016,2016,5.26,5.26% into Show
7326,Foo Foo,0.041666666666666664,31-08-2016,2016,4.17,4.17% into Show
7327,Foo Foo,0.05,02-09-2016,2016,5.0,5.0% into Show
7328,Foo Foo,0.045454545454545456,03-09-2016,2016,4.55,4.55% into Show
7329,Foo Foo,0.8235294117647058,04-09-2016,2016,82.35,82.35% into Show
7330,Foo Foo,0.85,14-09-2016,2016,85.0,85.0% into Show
7331,Foo Foo,0.85,17-09-2016,2016,85.0,85.0% into Show
7332,Foo Foo,0.85,18-09-2016,2016,85.0,85.0% into Show
7333,Foo Foo,0.8571428571428571,21-09-2016,2016,85.71,85.71% into Show
7334,Foo Foo,0.85,23-09-2016,2016,85.0,85.0% into Show
7335,Foo Foo,0.8695652173913043,24-09-2016,2016,86.96,86.96% into Show
7336,Foo Foo,0.8260869565217391,02-11-2016,2016,82.61,82.61% into Show
7337,Foo Foo,0.8095238095238095,04-11-2016,2016,80.95,80.95% into Show
7338,Foo Foo,0.85,05-11-2016,2016,85.0,85.0% into Show
7339,Foo Foo,0.8571428571428571,06-11-2016,2016,85.71,85.71% into Show
7340,Foo Foo,0.85,09-11-2016,2016,85.0,85.0% into Show
7341,Foo Foo,0.8695652173913043,11-11-2016,2016,86.96,86.96% into Show
7342,Foo Foo,0.8571428571428571,12-11-2016,2016,85.71,85.71% into Show
7343,Foo Foo,0.875,13-11-2016,2016,87.5,87.5% into Show
7344,Foo Foo,0.8636363636363636,25-01-2017,2017,86.36,86.36% into Show
7345,Foo Foo,0.8571428571428571,27-01-2017,2017,85.71,85.71% into Show
7346,Foo Foo,0.8571428571428571,29-01-2017,2017,85.71,85.71% into Show
7347,Foo Foo,0.8636363636363636,01-02-2017,2017,86.36,86.36% into Show
7348,Foo Foo,0.8636363636363636,02-02-2017,2017,86.36,86.36% into Show
7349,Foo Foo,0.8636363636363636,03-02-2017,2017,86.36,86.36% into Show
7350,Foo Foo,0.88,04-02-2017,2017,88.0,88.0% into Show
7351,Foo Foo,0.8636363636363636,04-04-2017,2017,86.36,86.36% into Show
7352,Foo Foo,0.8571428571428571,07-04-2017,2017,85.71,85.71% into Show
7353,Foo Foo,0.85,09-04-2017,2017,85.0,85.0% into Show
7354,Foo Foo,0.8421052631578947,11-04-2017,2017,84.21,84.21% into Show
7355,Foo Foo,0.047619047619047616,13-04-2017,2017,4.76,4.76% into Show
7356,Foo Foo,0.05,15-04-2017,2017,5.0,5.0% into Show
7357,Foo Foo,0.05555555555555555,16-04-2017,2017,5.56,5.56% into Show
7358,Foo Foo,0.05,18-04-2017,2017,5.0,5.0% into Show
7359,Foo Foo,0.85,22-04-2017,2017,85.0,85.0% into Show
7360,Foo Foo,0.8421052631578947,24-04-2017,2017,84.21,84.21% into Show
7361,Foo Foo,0.8636363636363636,25-04-2017,2017,86.36,86.36% into Show
7362,Foo Foo,0.85,27-04-2017,2017,85.0,85.0% into Show
7363,Foo Foo,0.8,30-04-2017,2017,80.0,80.0% into Show
7364,Foo Foo,0.8421052631578947,02-05-2017,2017,84.21,84.21% into Show
7365,Foo Foo,0.85,17-05-2017,2017,85.0,85.0% into Show
7366,Foo Foo,0.8571428571428571,19-05-2017,2017,85.71,85.71% into Show
7367,Foo Foo,0.8421052631578947,20-05-2017,2017,84.21,84.21% into Show
7368,Foo Foo,0.85,24-05-2017,2017,85.0,85.0% into Show
7369,Foo Foo,0.85,26-05-2017,2017,85.0,85.0% into Show
7370,Foo Foo,0.8421052631578947,27-05-2017,2017,84.21,84.21% into Show
7371,Foo Foo,0.8947368421052632,28-05-2017,2017,89.47,89.47% into Show
7372,Foo Foo,0.85,23-06-2017,2017,85.0,85.0% into Show
7373,Foo Foo,0.8260869565217391,24-06-2017,2017,82.61,82.61% into Show
7374,Foo Foo,0.7894736842105263,25-06-2017,2017,78.95,78.95% into Show
7375,Foo Foo,0.8,27-06-2017,2017,80.0,80.0% into Show
7376,Foo Foo,0.8095238095238095,28-06-2017,2017,80.95,80.95% into Show
7377,Foo Foo,0.8333333333333334,30-06-2017,2017,83.33,83.33% into Show
7378,Foo Foo,0.8095238095238095,01-07-2017,2017,80.95,80.95% into Show
7379,Foo Foo,0.8181818181818182,03-07-2017,2017,81.82,81.82% into Show
7380,Foo Foo,0.8260869565217391,04-07-2017,2017,82.61,82.61% into Show
7381,Foo Foo,0.7777777777777778,06-07-2017,2017,77.78,77.78% into Show
7382,Foo Foo,0.7777777777777778,07-07-2017,2017,77.78,77.78% into Show
7383,Foo Foo,0.8,08-07-2017,2017,80.0,80.0% into Show
7384,Foo Foo,0.8095238095238095,10-07-2017,2017,80.95,80.95% into Show
7385,Foo Foo,0.8260869565217391,12-07-2017,2017,82.61,82.61% into Show
7386,Foo Foo,0.7916666666666666,13-07-2017,2017,79.17,79.17% into Show
7387,Foo Foo,0.8636363636363636,04-08-2017,2017,86.36,86.36% into Show
7388,Foo Foo,0.7727272727272727,05-08-2017,2017,77.27,77.27% into Show
7389,Foo Foo,0.8095238095238095,06-08-2017,2017,80.95,80.95% into Show
7390,Foo Foo,0.8095238095238095,08-08-2017,2017,80.95,80.95% into Show
7391,Foo Foo,0.8,09-08-2017,2017,80.0,80.0% into Show
7392,Foo Foo,0.8095238095238095,11-08-2017,2017,80.95,80.95% into Show
7393,Foo Foo,0.8181818181818182,12-08-2017,2017,81.82,81.82% into Show
7394,Foo Foo,0.8095238095238095,13-08-2017,2017,80.95,80.95% into Show
7395,Foo Foo,0.8260869565217391,15-08-2017,2017,82.61,82.61% into Show
7396,Foo Foo,0.8,16-08-2017,2017,80.0,80.0% into Show
7397,Foo Foo,0.8260869565217391,18-08-2017,2017,82.61,82.61% into Show
7398,Foo Foo,0.8095238095238095,19-08-2017,2017,80.95,80.95% into Show
7399,Foo Foo,0.8095238095238095,11-09-2017,2017,80.95,80.95% into Show
7400,Foo Foo,0.8,13-09-2017,2017,80.0,80.0% into Show
7401,Foo Foo,0.0,15-09-2017,2017,0.0,0.0% into Show
7402,Foo Foo,0.0,16-09-2017,2017,0.0,0.0% into Show
7403,Foo Foo,0.7647058823529411,17-09-2017,2017,76.47,76.47% into Show
7404,Foo Foo,0.0,20-09-2017,2017,0.0,0.0% into Show
7405,Foo Foo,0.0,22-09-2017,2017,0.0,0.0% into Show
7406,Foo Foo,0.0,23-09-2017,2017,0.0,0.0% into Show
7407,Foo Foo,0.0,24-09-2017,2017,0.0,0.0% into Show
7408,Foo Foo,0.8095238095238095,24-10-2017,2017,80.95,80.95% into Show
7409,Foo Foo,0.8260869565217391,26-10-2017,2017,82.61,82.61% into Show
7410,Foo Foo,0.0,27-10-2017,2017,0.0,0.0% into Show
7411,Foo Foo,0.8260869565217391,28-10-2017,2017,82.61,82.61% into Show
7412,Foo Foo,0.8095238095238095,03-11-2017,2017,80.95,80.95% into Show
7413,Foo Foo,0.045454545454545456,04-11-2017,2017,4.55,4.55% into Show
7414,Foo Foo,0.047619047619047616,05-11-2017,2017,4.76,4.76% into Show
7415,Foo Foo,0.047619047619047616,08-11-2017,2017,4.76,4.76% into Show
7416,Foo Foo,0.047619047619047616,10-11-2017,2017,4.76,4.76% into Show
7417,Foo Foo,0.8,11-11-2017,2017,80.0,80.0% into Show
7418,Foo Foo,0.043478260869565216,24-01-2018,2018,4.35,4.35% into Show
7419,Foo Foo,0.0,26-01-2018,2018,0.0,0.0% into Show
7420,Foo Foo,0.05263157894736842,27-01-2018,2018,5.26,5.26% into Show
7421,Foo Foo,0.05263157894736842,28-01-2018,2018,5.26,5.26% into Show
7422,Foo Foo,0.05,31-01-2018,2018,5.0,5.0% into Show
7423,Foo Foo,0.0,01-02-2018,2018,0.0,0.0% into Show
7424,Foo Foo,0.0,02-02-2018,2018,0.0,0.0% into Show
7425,Foo Foo,0.0,03-02-2018,2018,0.0,0.0% into Show
7426,Foo Foo,0.043478260869565216,02-03-2018,2018,4.35,4.35% into Show
7427,Foo Foo,0.0,03-03-2018,2018,0.0,0.0% into Show
7428,Foo Foo,0.0,04-03-2018,2018,0.0,0.0% into Show
7429,Foo Foo,0.0,07-03-2018,2018,0.0,0.0% into Show
7430,Foo Foo,0.043478260869565216,08-03-2018,2018,4.35,4.35% into Show
7431,Foo Foo,0.043478260869565216,10-03-2018,2018,4.35,4.35% into Show
7432,Foo Foo,0.0,12-03-2018,2018,0.0,0.0% into Show
7433,Foo Foo,0.0,13-03-2018,2018,0.0,0.0% into Show
7434,Foo Foo,0.0,14-03-2018,2018,0.0,0.0% into Show
7435,Foo Foo,0.0,17-03-2018,2018,0.0,0.0% into Show
7436,Foo Foo,0.0,18-03-2018,2018,0.0,0.0% into Show
7437,Foo Foo,0.0,20-03-2018,2018,0.0,0.0% into Show
7438,Foo Foo,0.047619047619047616,21-03-2018,2018,4.76,4.76% into Show
7439,Foo Foo,0.047619047619047616,22-03-2018,2018,4.76,4.76% into Show
7440,Foo Foo,0.0,06-04-2018,2018,0.0,0.0% into Show
7441,Foo Foo,0.0,11-04-2018,2018,0.0,0.0% into Show
7442,Foo Foo,0.0,13-04-2018,2018,0.0,0.0% into Show
7443,Foo Foo,0.0,14-04-2018,2018,0.0,0.0% into Show
7444,Foo Foo,0.047619047619047616,16-05-2018,2018,4.76,4.76% into Show
7445,Foo Foo,0.0,18-05-2018,2018,0.0,0.0% into Show
7446,Foo Foo,0.0,19-05-2018,2018,0.0,0.0% into Show
7447,Foo Foo,0.047619047619047616,20-05-2018,2018,4.76,4.76% into Show
7448,Foo Foo,0.05555555555555555,23-05-2018,2018,5.56,5.56% into Show
7449,Foo Foo,0.05,25-05-2018,2018,5.0,5.0% into Show
7450,Foo Foo,0.0,26-05-2018,2018,0.0,0.0% into Show
7451,Foo Foo,0.0,27-05-2018,2018,0.0,0.0% into Show
7452,Foo Foo,0.05,15-06-2018,2018,5.0,5.0% into Show
7453,Foo Foo,0.0,18-06-2018,2018,0.0,0.0% into Show
7454,Foo Foo,0.047619047619047616,20-06-2018,2018,4.76,4.76% into Show
7455,Foo Foo,0.05,22-06-2018,2018,5.0,5.0% into Show
7456,Foo Foo,0.0625,23-06-2018,2018,6.25,6.25% into Show
7457,Foo Foo,0.0,24-06-2018,2018,0.0,0.0% into Show
7458,Foo Foo,0.0,26-06-2018,2018,0.0,0.0% into Show
7459,Foo Foo,0.0,28-06-2018,2018,0.0,0.0% into Show
7460,Foo Foo,0.047619047619047616,01-07-2018,2018,4.76,4.76% into Show
7461,Foo Foo,0.0,03-07-2018,2018,0.0,0.0% into Show
7462,Foo Foo,0.0,04-07-2018,2018,0.0,0.0% into Show
7463,Foo Foo,0.0,05-07-2018,2018,0.0,0.0% into Show
7464,Foo Foo,0.043478260869565216,07-07-2018,2018,4.35,4.35% into Show
7465,Foo Foo,0.07142857142857142,08-07-2018,2018,7.14,7.14% into Show
7466,Foo Foo,0.05263157894736842,03-08-2018,2018,5.26,5.26% into Show
7467,Foo Foo,0.8235294117647058,05-08-2018,2018,82.35,82.35% into Show
